K_Nu,K_E,K_Rho,K_incl,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,1,0.309871,4.4,0.2272727272727273,5.371543962348345e-13,5.346602507411556e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,4.5,0.2222222222222222,5.375363744207421e-13,5.351287320956128e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,4.6,0.2173913043478261,5.379002563454995e-13,5.35619242113537e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,4.7,0.2127659574468085,5.382208948285475e-13,5.36101004459914e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,4.8,0.2083333333333333,5.384796872308211e-13,5.365496163893792e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,4.9,0.2040816326530611,5.386643853653281e-13,5.369470656213393e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.0,0.2,5.387756750827062e-13,5.37274022655217e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.1,0.196078431372549,5.387922193139783e-13,5.375368061028252e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.2,0.1923076923076923,5.387292037408444e-13,5.37726889900087e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.3,0.1886792452830188,5.385911764687987e-13,5.37844596974888e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.4,0.1851851851851851,5.383861581425039e-13,5.378942088732369e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.5,0.1818181818181818,5.381230191170075e-13,5.378814199062519e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.6,0.1785714285714285,5.37811293742971e-13,5.37813117053622e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.7,0.175438596491228,5.374606689312628e-13,5.37696838389875e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.8,0.1724137931034483,5.370805935756866e-13,5.375403428646572e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,5.9,0.1694915254237288,5.366799953911905e-13,5.37351281881946e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.309871,6.0,0.1666666666666666,5.362670891498029e-13,5.371369597895578e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
