K_Nu,K_E,K_Rho,K_incl_top_position_y,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,0.5,1,1,5.0,0.2,7.325422259943158e-13,6.773852589221426e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.1,0.196078431372549,7.373279046423318e-13,6.841124361314703e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.2,0.1923076923076923,7.399849366135585e-13,6.891464396670593e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.3,0.1886792452830188,7.406456766938668e-13,6.925332165613036e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.4,0.1851851851851851,7.394921742136923e-13,6.943685178131251e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.5,0.1818181818181818,7.36739641298286e-13,6.947853595076518e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.6,0.1785714285714285,7.326207178539824e-13,6.939412990103762e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.7,0.175438596491228,7.273727426125238e-13,6.920076251243771e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.8,0.1724137931034483,7.212229557435896e-13,6.891557478608266e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,5.9,0.1694915254237288,7.143862086398249e-13,6.85554758514394e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.0,0.1666666666666666,7.070559854214568e-13,6.813622452482784e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.1,0.1639344262295081,6.994025401992377e-13,6.767215155717463e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.2,0.1612903225806451,6.915720219885384e-13,6.717596338937565e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.3,0.1587301587301587,6.83687013388818e-13,6.66586779744311e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
